model,state,validation_test,WIS,WIS_peak
150,DF,3,514.8125322997417,105.87592592592593
150,DF,all,1891.7415343915345,
150,ES,1,2255.527243589744,6889.238888888889
150,ES,2,54605.41335470086,74116.08148148148
150,ES,3,271.7086563307494,717.0851851851852
150,ES,all,20193.553628117912,
150,GO,1,479.25587606837604,1117.4462962962962
150,GO,2,5199.6272435897445,16093.131481481483
150,GO,3,371.1461240310078,540.4592592592593
150,GO,all,2117.4231670445956,
150,MA,1,39.619551282051276,43.37777777777777
150,MA,2,101.79358974358972,574.075925925926
150,MA,3,31.290956072351428,90.36666666666667
150,MA,all,59.176832955404386,
150,MG,1,3198.60235042735,12186.716666666667
150,MG,2,30097.343696581196,112083.79814814815
150,MG,3,867.7782945736434,1255.412962962963
150,MG,all,12031.997694633408,
150,MS,1,246.0292735042735,924.3592592592591
150,MS,2,96.12211538461537,355.6074074074074
150,MS,3,65.14870801033592,144.91296296296295
150,MS,all,140.09024943310658,
150,MT,1,137.62350427350427,328.7907407407407
150,MT,2,198.25352564102565,765.7740740740741
150,MT,3,242.6905684754522,1109.4462962962964
150,MT,all,189.80476190476193,
150,PA,1,20.621260683760678,37.38703703703703
150,PA,2,184.1760683760684,790.6203703703704
150,PA,3,57.04896640826873,166.26666666666668
150,PA,all,89.13310657596372,
150,PB,1,37.55363247863247,124.0259259259259
150,PB,2,98.93707264957264,477.40740740740745
150,PB,3,35.06912144702843,46.455555555555556
150,PB,all,58.540740740740745,
150,PE,1,64.62393162393163,58.15555555555556
150,PE,2,109.21079059829061,276.82962962962966
150,PE,3,104.36925064599485,82.50925925925925
150,PE,all,92.02233560090703,
150,PI,1,32.66207264957265,42.12037037037037
150,PI,2,62.419871794871796,261.5092592592593
150,PI,3,22.964470284237727,46.18518518518518
150,PI,all,40.35192743764172,
150,PR,1,1193.1634615384614,5209.420370370371
150,PR,2,9282.388888888889,32625.848148148147
150,PR,3,1224.4917312661496,2778.5833333333335
150,PR,all,4063.8222222222225,
150,RJ,1,191.0198717948718,468.2962962962963
150,RJ,2,5087.947542735042,25409.649999999998
150,RJ,3,381.7567183462532,537.3537037037037
150,RJ,all,1979.0601662887375,
150,RN,1,215.32916666666668,180.8425925925926
150,RN,2,92.69764957264957,541.8925925925925
150,RN,3,84.80335917312661,109.69444444444444
150,RN,all,133.7682917611489,
150,RO,1,67.88365384615385,380.8666666666666
150,RO,2,34.68183760683762,247.82777777777778
150,RO,3,26.81046511627907,75.91666666666667
150,RO,all,44.12418745275888,
150,RR,1,1.5685897435897438,5.05
150,RR,2,4.471153846153847,17.179629629629627
150,RR,3,5.405038759689924,4.355555555555556
150,RR,all,3.717573696145124,
150,RS,1,269.7524572649573,944.0907407407409
150,RS,2,3518.0913461538466,17353.55555555556
150,RS,3,686.0412144702843,2058.525925925926
150,RS,all,1540.5962585034013,
150,SC,1,1340.6174145299144,6560.424074074074
150,SC,2,3394.546367521367,16143.70740740741
150,SC,3,1379.9608527131784,3265.238888888889
150,SC,all,2078.6859410430843,
150,SE,1,20.102991452991454,20.229629629629628
150,SE,2,16.32724358974359,31.26851851851852
150,SE,3,9.887984496124032,28.66296296296296
150,SE,all,15.779289493575208,
150,SP,1,1396.1297008547008,5250.742592592592
150,SP,2,36022.29679487179,138701.29259259257
150,SP,3,4820.767054263565,11343.001851851854
150,SP,all,14646.606538170821,
150,TO,1,14.32724358974359,38.80185185185186
150,TO,2,24.366132478632473,44.85925925925926
150,TO,3,36.61524547803617,30.13888888888889
150,TO,all,24.398034769463344,
152,AC,1,66.56655982905983,63.41851851851853
152,AC,2,129.61858974358972,552.6981481481481
152,AC,3,103.1122739018088,233.68518518518522
152,AC,all,99.56092214663644,
152,AL,1,36.59497863247863,85.02962962962964
152,AL,2,351.1850427350427,770.4333333333334
152,AL,3,115.5267441860465,286.64444444444445
152,AL,all,170.9674225245654,
152,AM,1,83.91143162393163,59.05185185185186
152,AM,2,178.92756410256408,518.6481481481482
152,AM,3,117.96705426356593,202.54814814814816
152,AM,all,127.48442932728645,
152,AP,1,94.53237179487178,111.8648148148148
152,AP,2,72.59465811965812,276.1648148148148
152,AP,3,42.418217054263565,27.97962962962963
152,AP,all,71.5278155706727,
152,BA,1,296.5855769230769,527.9870370370371
152,BA,2,3822.7491452991453,17121.205555555556
152,BA,3,235.73733850129202,335.1740740740741
152,BA,all,1526.136810279667,
152,CE,1,130.12831196581197,149.02592592592592
152,CE,2,90.45608974358976,247.4277777777778
152,CE,3,66.62855297157621,92.09444444444445
152,CE,all,97.51984126984128,
152,DF,1,532.9017094017095,969.7037037037038
152,DF,2,5361.395085470085,21822.283333333333
152,DF,3,131.17816537467698,300.0314814814815
152,DF,all,2123.429213907785,
152,ES,1,1828.027670940171,6004.58148148148
152,ES,2,1777.4365384615387,8710.675925925925
152,ES,3,427.14586563307495,1431.8500000000001
152,ES,all,1400.3497354497354,
152,GO,1,866.248076923077,2226.6222222222223
152,GO,2,5230.243055555556,16985.03333333333
152,GO,3,924.9397932816536,2446.8907407407405
152,GO,all,2427.142517006803,
152,MA,1,55.9457264957265,252.33148148148152
152,MA,2,95.72307692307692,308.9240740740741
152,MA,3,52.610852713178296,65.96111111111111
152,MA,all,69.0411186696901,
152,MG,1,6728.010576923077,25601.19259259259
152,MG,2,33549.72264957265,125140.75925925927
152,MG,3,3581.547028423773,7484.246296296296
152,MG,all,15295.569047619047,
152,MS,1,469.6567307692308,1686.8500000000001
152,MS,2,171.46858974358975,544.0314814814815
152,MS,3,106.22958656330749,245.0907407407407
152,MS,all,257.8665910808768,
152,MT,1,346.19476495726497,1058.9370370370373
152,MT,2,409.6325854700856,1349.1685185185186
152,MT,3,423.99405684754515,1496.8351851851849
152,MT,all,391.39297052154194,
152,PA,1,69.6219017094017,83.14074074074074
152,PA,2,272.72019230769234,1042.487037037037
152,PA,3,268.5437984496124,718.4462962962962
152,PA,all,199.6542328042328,
152,PB,1,97.90074786324789,101.60740740740742
152,PB,2,146.03974358974364,239.2888888888889
152,PB,3,138.4700258397933,159.92962962962963
152,PB,all,126.7967120181406,
152,PE,1,81.63141025641025,88.7611111111111
152,PE,2,165.11623931623933,349.9296296296296
152,PE,3,121.26098191214471,144.19814814814814
152,PE,all,122.75578231292519,
152,PI,1,61.0857905982906,102.29259259259258
152,PI,2,111.05042735042736,370.33518518518514
152,PI,3,54.11524547803617,125.36111111111113
152,PI,all,76.7213529856387,
152,PR,1,3781.002564102564,18525.61111111111
152,PR,2,12467.339529914527,44751.9
152,PR,3,2386.447416020672,7634.233333333333
152,PR,all,6445.789304610733,
152,RJ,1,298.92382478632476,849.5037037037036
152,RJ,2,4762.97670940171,24252.255555555555
152,RJ,3,260.0569767441861,617.6018518518518
152,RJ,all,1866.6753590325018,
152,RN,1,76.14882478632478,115.26481481481483
152,RN,2,129.49166666666667,554.9333333333333
152,RN,3,54.42428940568475,78.91666666666667
152,RN,all,88.66360544217686,
152,RO,1,133.27222222222224,462.3166666666666
152,RO,2,68.92873931623932,160.54629629629628
152,RO,3,45.02364341085272,54.43888888888889
152,RO,all,84.69705215419502,
152,RR,1,34.047970085470084,60.90185185185185
152,RR,2,85.5261752136752,138.92037037037036
152,RR,3,75.51576227390183,131.56666666666666
152,RR,all,64.38798185941043,
152,RS,1,608.291346153846,3156.8111111111107
152,RS,2,4143.42361111111,20394.59074074074
152,RS,3,1929.630490956072,7931.9740740740735
152,RS,all,2245.328495842781,
152,SC,1,2864.9692307692308,13154.442592592595
152,SC,2,6881.207158119657,31261.61296296296
152,SC,3,592.5636950904393,1868.8555555555556
152,SC,all,3620.961980347695,
152,SE,1,17.420405982905983,30.920370370370375
152,SE,2,38.99935897435898,26.394444444444446
152,SE,3,30.949095607235144,60.20185185185185
152,SE,all,29.011148904006046,
152,SP,1,5458.3409188034175,22422.896296296294
152,SP,2,40438.250747863254,150046.58888888886
152,SP,3,19868.11356589147,56293.950000000004
152,SP,all,22047.290136054417,
152,TO,1,47.55534188034188,46.224074074074075
152,TO,2,39.67692307692308,116.81481481481482
152,TO,3,19.250387596899227,37.02962962962963
152,TO,all,36.48873771730915,
154,AC,1,51.261805106927994,115.09225453172223
154,AC,2,108.37049016384422,528.9039337758185
154,AC,3,81.71762015253475,159.52412201466666
154,AC,all,80.37236068462006,
154,AL,1,78.93203346900107,184.19067335781483
154,AL,2,116.80513562175052,311.65935993896295
154,AL,3,88.69287607889315,63.459185436999995
154,AL,all,95.18453376946592,
154,AM,1,60.28918391929402,53.44345537740742
154,AM,2,83.10694148393335,242.8292111867963
154,AM,3,48.849083891693674,88.61384037066667
154,AM,all,65.01434781163708,
154,AP,1,12.518262849580555,58.73182026392407
154,AP,2,148.8661345161496,502.0636164274556
154,AP,3,19.23662562696254,39.810996429477775
154,AP,all,62.71539840120649,
154,BA,1,178.9722063288398,302.6370331538889
154,BA,2,3043.970895385532,14270.429332829073
154,BA,3,235.80874773036433,455.75382614888895
154,BA,all,1209.066785316687,
154,CE,1,161.9743050683041,200.5025594437037
154,CE,2,152.18439355887253,288.19597741111113
154,CE,3,247.16140646870804,332.5490321914815
154,CE,all,183.42988303923556,
154,DF,1,204.56672029594887,278.865339404963
154,DF,2,4436.199805264983,19447.582585067907
154,DF,3,208.78363503151047,124.30636680818888
154,DF,all,1702.7044601056014,
154,ES,1,1166.1972967729828,3214.8107715099995
154,ES,2,1447.4413710061067,7461.456933530186
154,ES,3,472.62676356937806,1685.1003795516851
154,ES,all,1062.803820122421,
154,GO,1,340.1276936290396,724.3402814105556
154,GO,2,3599.5784479744734,10485.371591356667
154,GO,3,486.1570759959937,739.4179304700001
154,GO,all,1535.846759395989,
154,MA,1,24.93662115203173,56.63825902564815
154,MA,2,66.81929229024423,378.530929464926
154,MA,3,24.328913462288373,46.18618397177778
154,MA,all,39.57449508759694,
154,MG,1,2161.464185506917,7709.576784672962
154,MG,2,22410.895231117673,83624.80817306573
154,MG,3,1641.822927451351,2855.508085616852
154,MG,all,9172.524323434604,
154,MS,1,284.73185266248015,875.3678999207963
154,MS,2,170.78549768486903,483.6538523369445
154,MS,3,194.87762734000066,384.51073962035184
154,MS,all,218.14040948083118,
154,MT,1,95.15782159178879,208.21749972740736
154,MT,2,196.62040698578247,533.8916961064815
154,MT,3,272.4049607075172,1298.1346464465369
154,MT,all,182.89715099630573,
154,PA,1,30.69792901202436,42.73919043657407
154,PA,2,159.28112164096535,757.0927512860186
154,PA,3,94.79240864727481,247.90050749105555
154,PA,all,94.93186534549851,
154,PB,1,58.45365893137361,87.90350510314813
154,PB,2,66.72646923267831,152.64487890129632
154,PB,3,60.57900563629108,119.16903899425927
154,PB,all,62.00179528497426,
154,PE,1,156.06242944244997,315.3395453707408
154,PE,2,145.99319390189913,233.9610516103704
154,PE,3,132.78627121892055,153.3961588837778
154,PE,all,145.69185085931792,
154,PI,1,29.884252398899466,70.73845678198147
154,PI,2,70.80041054070898,174.24171050492592
154,PI,3,39.09455734463657,77.40161761777777
154,PI,all,47.052166249517086,
154,PR,1,1673.964927805692,7709.406564717075
154,PR,2,6787.461875744974,23572.30679609837
154,PR,3,1101.9571976424113,3027.1165547082596
154,PR,all,3315.4990019269276,
154,RJ,1,354.9265104673517,856.1051800448149
154,RJ,2,2894.3298755392416,16582.16134873759
154,RJ,3,462.2120469794376,855.9228438403703
154,RJ,all,1284.6017013092426,
154,RN,1,107.51119883997416,173.62771466259258
154,RN,2,85.21638996515375,216.62476142055553
154,RN,3,104.83238632097301,194.83950198277776
154,RN,all,98.84100156237068,
154,RO,1,147.65718469613404,710.9903143322093
154,RO,2,41.203991916053525,148.09205036557407
154,RO,3,26.63356379182144,53.69528250155556
154,RO,all,74.59880562504816,
154,RR,1,8.803678704767307,4.116875181042594
154,RR,2,7.4601391201965805,8.49137479084074
154,RR,3,6.79806758180659,4.048418057509259
154,RR,all,7.7417376388830315,
154,RS,1,531.1617625367733,2351.3763316942905
154,RS,2,3531.8558623897325,18258.07099218023
154,RS,3,1225.5712140126816,4704.38484532132
154,RS,all,1795.7583584947179,
154,SC,1,2133.7505575913483,9494.1362305124
154,SC,2,5021.708490699519,21929.17761005869
154,SC,3,464.49924222535884,1129.635106749776
154,SC,all,2667.056720590582,
154,SE,1,18.337911750125322,24.374432484061114
154,SE,2,16.69188110186731,28.052629806640738
154,SE,3,20.164969555422093,28.600124349161117
154,SE,all,18.290087885624263,
154,SP,1,1848.0227076920053,6500.992418698889
154,SP,2,24663.122525225855,116682.80842397851
154,SP,3,7010.998079262723,17547.20873529463
154,SP,all,11428.92836408181,
154,TO,1,34.718788337816136,73.78409866675926
154,TO,2,26.985774590203313,54.70001880644444
154,TO,3,32.33852343869574,57.385959330796304
154,TO,all,31.28703251782944,
155,AC,1,59.12819471098445,97.91002445903446
155,AC,2,82.94932193826011,265.30561340763035
155,AC,3,83.1004147388222,146.93664850092446
155,AC,all,74.56699795598688,
155,AL,1,44.83037410479364,63.12293145916834
155,AL,2,81.20728651486758,208.30628905697245
155,AL,3,78.02256036405844,47.06001473496963
155,AL,all,67.40767651616935,
155,AM,1,240.1840220604517,459.60061635196297
155,AM,2,263.82744999277395,392.21936605091446
155,AM,3,100.81741380387516,256.58082149824054
155,AM,all,207.78058054649225,
155,AP,1,12.142184720213548,57.10883652000555
155,AP,2,140.53796637057485,503.9281704112046
155,AP,3,16.83048214582808,22.882535036616478
155,AP,all,58.93250740810614,
155,BA,1,209.30400450989362,175.9560008094339
155,BA,2,3286.1073606270297,16213.964993149757
155,BA,3,398.1621436245217,947.7633247711528
155,BA,all,1352.941246006629,
155,CE,1,83.03418128064112,193.05555041155313
155,CE,2,275.9850165063816,166.63671992365315
155,CE,3,238.5859721630419,430.5554622366822
155,CE,all,196.7904427750747,
155,DF,1,152.02248827932866,196.53857075582428
155,DF,2,4350.309869957189,19733.23890607697
155,DF,3,551.1230827036212,140.85909826772058
155,DF,all,1753.8746611194192,
155,ES,1,1665.2421832736281,4623.849319582892
155,ES,2,2184.949593343034,9710.385737048016
155,ES,3,603.101496151303,2556.5405049090546
155,ES,all,1538.3900457045747,
155,GO,1,185.2119152377842,268.1798200113563
155,GO,2,4791.308313248344,15244.576985652928
155,GO,3,314.13436459920916,384.48936257564907
155,GO,all,1852.2913575445216,
155,MA,1,59.66586050167838,72.71741726228278
155,MA,2,94.14861032031189,335.75643439225337
155,MA,3,53.12126474989855,60.502844310570005
155,MA,all,69.94943446931381,
155,MG,1,1525.6374597499967,5366.169406271339
155,MG,2,24873.65062713792,102504.39945891341
155,MG,3,5190.547051617698,7629.257682257366
155,MG,all,10856.846964202263,
155,MS,1,170.2668414042466,442.1553188054793
155,MS,2,207.43343010236126,277.96372099909894
155,MS,3,225.74669002510566,433.6272946754286
155,MS,all,199.64300537022555,
155,MT,1,58.115894697846144,114.8364270562811
155,MT,2,134.85042915344061,551.2515940281937
155,MT,3,206.06284386409644,807.6051413996526
155,MT,all,128.53708249267385,
155,PA,1,25.96087783616857,36.06155651734556
155,PA,2,145.40898102859484,627.4432531310409
155,PA,3,68.658311994299,166.49200684539073
155,PA,all,80.70435426341874,
155,PB,1,53.67873117704499,52.96206527791556
155,PB,2,82.90978506227984,267.2379863873496
155,PB,3,60.10739871423052,66.74100615569888
155,PB,all,65.89946251127076,
155,PE,1,141.03149086210027,97.70719993725483
155,PE,2,191.3174295817849,158.7443310597726
155,PE,3,162.0637416802153,138.18931869921002
155,PE,all,164.97200513830805,
155,PI,1,36.26582466446052,96.67445471768296
155,PI,2,75.34457202177671,274.9305106813315
155,PI,3,39.87557795038713,71.37969550175018
155,PI,all,51.14551346633323,
155,PR,1,2230.412212185296,11163.930172322673
155,PR,2,6299.739100539847,25026.40702035585
155,PR,3,606.068638352998,1395.5078192775488
155,PR,all,3194.75387558426,
155,RJ,1,290.9857434874392,821.3588074140276
155,RJ,2,2798.3597413500047,18147.2495281873
155,RJ,3,568.8410871935665,698.6846619991719
155,RJ,all,1259.2253874889143,
155,RN,1,82.5626188502053,92.89623432202961
155,RN,2,104.2861290475552,360.6046286351405
155,RN,3,102.47771154187816,207.98033392624907
155,RN,all,96.07262916315855,
155,RO,1,64.41222030302478,303.45332491068444
155,RO,2,60.32891494323822,67.95258691929297
155,RO,3,42.30106499445197,39.023631228318145
155,RO,all,56.499896786170815,
155,RR,1,14.476799768307306,3.572709141373148
155,RR,2,13.465235713146978,8.001126996493703
155,RR,3,10.465216107127791,4.9505537115794445
155,RR,all,12.94551114042257,
155,RS,1,317.4690955212193,1305.3132174381512
155,RS,2,2534.0906207863522,14520.422179347297
155,RS,3,478.54304355472726,1742.39262618001
155,RS,all,1148.6969804139248,
155,SC,1,2256.1075822925477,10853.43483507712
155,SC,2,3316.543792823453,18634.05755286738
155,SC,3,468.11203741668436,1413.1234071005044
155,SC,all,2108.208769489452,
155,SE,1,14.862111049421303,23.259588051020742
155,SE,2,21.60273827566437,17.38010404207685
155,SE,3,21.186051232652098,16.916938709586855
155,SE,all,19.096410666044182,
155,SP,1,800.1223241730288,2384.314381376775
155,SP,2,29958.43318693943,116580.44389207276
155,SP,3,4298.64657199624,9707.67686954466
155,SP,all,12138.004688256367,
155,TO,1,30.99765796656013,37.83413670615611
155,TO,2,31.59170792893298,48.84516075978278
155,TO,3,32.72821951096341,25.509682145849997
155,TO,all,31.71401677236101,
156,AC,1,55.21113747259877,100.98440016736112
156,AC,2,101.59195083886796,240.38088635621372
156,AC,3,77.78663415055159,153.58565196041278
156,AC,all,78.22167252156454,
156,AL,1,67.67549571835704,106.03223406130815
156,AL,2,67.57799418240222,98.5389977298463
156,AL,3,82.61910266711617,77.86857552569556
156,AL,all,72.01226455459509,
156,AM,1,159.4891666969038,290.5474600124263
156,AM,2,260.86468412934767,315.00840171963074
156,AM,3,124.98198954325973,273.66206299916075
156,AM,all,185.25595777772273,
156,AP,1,12.65775865788499,59.776545773886106
156,AP,2,151.48088845578852,524.7681709168525
156,AP,3,21.264484855297763,24.674300419792967
156,AP,all,64.2828741407403,
156,BA,1,194.47372603247956,213.4551380033624
156,BA,2,3077.414087049093,15191.810648753648
156,BA,3,180.0425929621903,309.49082751942495
156,BA,all,1210.0680120926258,
156,CE,1,107.45313978804417,283.13300989487647
156,CE,2,362.50451926637714,162.09747615950872
156,CE,3,157.20671253629678,292.4749880872387
156,CE,all,212.22916265231748,
156,DF,1,148.6075543019469,206.68771023738222
156,DF,2,4180.107269299935,19631.228202197988
156,DF,3,130.8848890899365,81.63154422778184
156,DF,all,1569.5321160419398,
156,ES,1,1642.691445422483,4178.494615008876
156,ES,2,1716.0368314404097,8601.08237897916
156,ES,3,515.8971437393233,2453.6492755719555
156,ES,all,1339.030255630349,
156,GO,1,190.62874445677338,249.46447241772182
156,GO,2,4270.946996315656,14139.371067447762
156,GO,3,525.2788996074859,1298.169722371919
156,GO,all,1731.8974911788316,
156,MA,1,65.51506096922964,68.07367029416352
156,MA,2,155.5729712520429,206.07005601824608
156,MA,3,27.796225169767045,100.8543323032198
156,MA,all,86.33887998507588,
156,MG,1,1570.3782822738006,4626.881186306407
156,MG,2,21065.67227718219,94140.09232841172
156,MG,3,572.3038384436337,732.1029518545702
156,MG,all,8174.719007787675,
156,MS,1,171.72123268252784,450.82208032264225
156,MS,2,607.3964498391294,1026.726130904254
156,MS,3,142.9663648594835,284.4824036436667
156,MS,all,317.4263481638365,
156,MT,1,57.91556074242016,106.83998709241797
156,MT,2,74.16601088499372,202.57684148015574
156,MT,3,255.5114920678857,929.929539607354
156,MT,all,121.46418968397691,
156,PA,1,23.55856963458548,33.031815165507226
156,PA,2,167.39160161214886,717.5740261073896
156,PA,3,52.594215449229495,113.5096927339939
156,PA,all,82.93170183093235,
156,PB,1,66.98639978193314,59.92889109724852
156,PB,2,189.62239690503307,127.59865448195389
156,PB,3,45.17618091135828,120.65054172748908
156,PB,all,103.98798099939215,
156,PE,1,209.50165278529644,165.6563851130013
156,PE,2,277.62481144121244,153.60575206965686
156,PE,3,85.40746808503516,101.50489676179332
156,PE,all,197.29998141112227,
156,PI,1,39.8208438772156,72.35692666891686
156,PI,2,79.57988328029228,150.2957942125165
156,PI,3,38.565318791094825,56.911400174206115
156,PI,all,53.518003538826456,
156,PR,1,2007.61462755958,10818.64042579586
156,PR,2,7738.945634574188,27184.360218636724
156,PR,3,1663.673819673258,5774.9031991152
156,PR,all,3934.415699842899,
156,RJ,1,322.7397083570153,1060.2875982375324
156,RJ,2,2535.2926033875233,17404.40682123241
156,RJ,3,111.52896212705785,268.57664774938706
156,RJ,all,1043.628745457003,
156,RN,1,116.42856553736061,113.25679924585926
156,RN,2,193.1256946367906,215.16409316681538
156,RN,3,42.71512571531365,58.762083648902035
156,RN,all,121.99708799193434,
156,RO,1,58.72716945063409,280.7765688079876
156,RO,2,54.98694202334106,76.88143269967759
156,RO,3,39.420113058389575,36.88295383227556
156,RO,all,51.756453456853464,
156,RR,1,14.877570554882842,3.252866334858148
156,RR,2,19.80790662123523,7.785053599056112
156,RR,3,11.069630312648684,4.19106779889889
156,RR,all,15.507747731986617,
156,RS,1,277.09277164867734,1078.538616590575
156,RS,2,2602.852099738867,13478.664723084099
156,RS,3,459.54582382950787,691.4487387485336
156,RS,all,1153.1809778015042,
156,SC,1,2152.87875463354,10389.530097086972
156,SC,2,4449.246692946706,20844.29981890744
156,SC,3,2161.899625642305,9013.98299510898
156,SC,all,2967.838144059809,
156,SE,1,15.075184125520876,21.326360568334813
156,SE,2,52.831750860350475,39.20845013540093
156,SE,3,8.169656911694496,16.860419976391665
156,SE,all,26.411264397742677,
156,SP,1,996.5207453126313,2291.3966316076135
156,SP,2,24903.26844340869,101989.50626068116
156,SP,3,9840.78795451015,35949.110854134684
156,SP,all,12040.428026241121,
156,TO,1,24.189710700675935,31.352678755454814
156,TO,2,27.171430978593303,54.39611170666314
156,TO,3,34.83198205141839,24.308104525201855
156,TO,all,28.357514255326468,
157,AC,1,37.42863247863248,50.770370370370365
157,AC,2,89.36485042735045,512.3796296296297
157,AC,3,62.12041343669251,162.63333333333335
157,AC,all,63.023393801965234,
157,AL,1,334.5094017094017,302.9092592592593
157,AL,2,116.47286324786324,208.57777777777778
157,AL,3,118.41421188630488,139.53703703703704
157,AL,all,194.16931216931218,
157,AM,1,30.74615384615384,40.044444444444444
157,AM,2,48.11581196581198,154.11111111111111
157,AM,3,26.87571059431524,38.24814814814815
157,AM,all,35.758352229780805,
157,AP,1,7.559294871794872,25.692592592592593
157,AP,2,166.03717948717951,562.1407407407407
157,AP,3,18.29160206718346,14.116666666666665
157,AP,all,66.75888133030989,
157,BA,1,166.49198717948715,241.0907407407407
157,BA,2,2870.3349358974356,14094.929629629629
157,BA,3,338.7249354005168,762.0537037037037
157,BA,all,1173.3345049130764,
157,CE,1,185.42083333333338,485.975925925926
157,CE,2,80.33247863247863,128.83703703703705
157,CE,3,125.76072351421188,325.57037037037037
157,CE,all,130.79512471655326,
157,DF,1,116.05641025641027,207.5222222222222
157,DF,2,3557.6662393162387,17050.82962962963
157,DF,3,174.0658914728682,66.98703703703704
157,DF,all,1350.4653817082387,
157,ES,1,2236.110576923076,6510.761111111111
157,ES,2,783.0665598290598,3692.159259259259
157,ES,3,290.88578811369507,826.8333333333334
157,ES,all,1153.0972789115644,
157,GO,1,439.21666666666675,872.0037037037036
157,GO,2,4040.4329059829065,13241.340740740741
157,GO,3,679.7811369509044,1024.0018518518518
157,GO,all,1783.485487528345,
157,MA,1,29.67980769230769,38.43703703703704
157,MA,2,72.82660256410256,434.91481481481486
157,MA,3,28.082299741602064,39.87777777777777
157,MA,all,44.47532123960695,
157,MG,1,2588.8313034188036,9913.992592592593
157,MG,2,21884.753739316235,89586.16666666667
157,MG,3,2949.725452196383,4644.15925925926
157,MG,all,9520.16746031746,
157,MS,1,215.44444444444446,710.2796296296297
157,MS,2,122.79754273504275,247.52962962962962
157,MS,3,106.99987080103361,206.3740740740741
157,MS,all,150.94950869236584,
157,MT,1,87.59829059829062,235.53148148148148
157,MT,2,178.81805555555553,756.8444444444444
157,MT,3,145.60723514211887,438.68333333333334
157,MT,all,136.8351095993953,
157,PA,1,23.334294871794874,31.292592592592595
157,PA,2,170.03247863247864,690.311111111111
157,PA,3,66.01214470284236,163.70370370370372
157,PA,all,87.7115268329554,
157,PB,1,120.24893162393163,132.5611111111111
157,PB,2,95.55876068376071,456.06296296296296
157,PB,3,41.666149870801036,55.99259259259259
157,PB,all,88.52819349962206,
157,PE,1,137.6900641025641,128.4722222222222
157,PE,2,122.07660256410256,311.5407407407408
157,PE,3,123.63720930232559,110.68333333333334
157,PE,all,128.05623582766438,
157,PI,1,54.01282051282052,53.27407407407407
157,PI,2,69.5232905982906,321.6611111111111
157,PI,3,29.675322997416025,52.785185185185185
157,PI,all,52.38038548752834,
157,PR,1,1111.9580128205127,4875.8685185185195
157,PR,2,5940.707158119659,19817.600000000002
157,PR,3,4524.841214470284,12116.772222222222
157,PR,all,3818.4133408919124,
157,RJ,1,199.25202991452994,446.1259259259259
157,RJ,2,3749.654700854701,22748.814814814814
157,RJ,3,658.3484496124032,655.262962962963
157,RJ,all,1589.4702947845808,
157,RN,1,292.5330128205128,411.3333333333333
157,RN,2,84.63098290598289,419.63148148148144
157,RN,3,73.17519379844961,141.62222222222223
157,RN,all,154.82354497354498,
157,RO,1,82.5943376068376,446.4777777777778
157,RO,2,32.05277777777778,182.32777777777778
157,RO,3,24.425064599483207,65.68333333333334
157,RO,all,47.70018896447468,
157,RR,1,3.1809829059829062,3.7185185185185183
157,RR,2,3.5806623931623935,9.387037037037038
157,RR,3,4.82467700258398,3.9
157,RR,all,3.8031746031746025,
157,RS,1,179.23354700854696,573.8648148148147
157,RS,2,3169.044337606837,15444.088888888888
157,RS,3,900.958527131783,2733.9685185185185
157,RS,all,1447.9705215419503,
157,SC,1,638.569764957265,2639.140740740741
157,SC,2,1492.581623931624,5011.9314814814825
157,SC,3,5026.120025839793,16776.833333333332
157,SC,all,2224.1022675736963,
157,SE,1,34.39807692307692,24.055555555555557
157,SE,2,18.07051282051282,18.17222222222222
157,SE,3,17.05607235142119,16.188888888888886
157,SE,all,23.549508692365837,
157,SP,1,1610.6443376068373,5398.490740740741
157,SP,2,28735.440064102564,120186.39814814815
157,SP,3,42663.84509043928,104745.51851851853
157,SP,all,23214.569576719576,
157,TO,1,49.01997863247863,60.596296296296295
157,TO,2,22.651923076923076,43.30555555555555
157,TO,3,40.519379844961236,37.33518518518519
157,TO,all,37.20593348450492,
